"game","move_count","mate_count","starting_var","winner","simulation","exp_alg","variable","value","expected","difference"
"game0","20","mate_in_2","0","draw","50","UCB","X1",2.728163301,3,17
"game1","20","mate_in_2","0","draw","50","UCB","X1",2.244755639,3,17
"game2","20","mate_in_2","0","draw","50","UCB","X1",2.117617967,3,17
"game3","2","mate_in_2","0","Black","50","UCB","X1",2.33416155900001,3,-1
"game4","7","mate_in_2","0","White","50","UCB","X1",2.33626397100001,3,4
"game5","3","mate_in_2","0","White","50","UCB","X1",2.189068371,3,0
"game6","20","mate_in_2","0","draw","50","UCB","X1",2.310470439,3,17
"game7","7","mate_in_2","0","White","50","UCB","X1",2.37338638,3,4
"game8","3","mate_in_2","0","White","50","UCB","X1",2.08957165300001,3,0
"game9","3","mate_in_2","0","White","50","UCB","X1",2.535156867,3,0
"game0","20","mate_in_3","0","draw","50","UCB","X1",3.179935693,5,15
"game1","20","mate_in_3","0","draw","50","UCB","X1",3.39304144900001,5,15
"game2","5","mate_in_3","0","White","50","UCB","X1",2.91665472,5,0
"game3","5","mate_in_3","0","White","50","UCB","X1",2.92822287199999,5,0
"game4","20","mate_in_3","0","draw","50","UCB","X1",3.344426924,5,15
"game5","20","mate_in_3","0","draw","50","UCB","X1",2.98345617799998,5,15
"game6","11","mate_in_3","0","White","50","UCB","X1",2.93372931599998,5,6
"game7","20","mate_in_3","0","draw","50","UCB","X1",3.248816508,5,15
"game8","20","mate_in_3","0","draw","50","UCB","X1",3.06645089199998,5,15
"game9","20","mate_in_3","0","draw","50","UCB","X1",3.262164036,5,15
"game0","20","mate_in_2","0","draw","50","UCB","X2",2.492367106,3,17
"game1","20","mate_in_2","0","draw","50","UCB","X2",2.380747315,3,17
"game2","20","mate_in_2","0","draw","50","UCB","X2",2.423874523,3,17
"game3","2","mate_in_2","0","Black","50","UCB","X2",0,3,-1
"game4","7","mate_in_2","0","White","50","UCB","X2",2.34094740099999,3,4
"game5","3","mate_in_2","0","White","50","UCB","X2",1.55257074900001,3,0
"game6","20","mate_in_2","0","draw","50","UCB","X2",2.40054190299999,3,17
"game7","7","mate_in_2","0","White","50","UCB","X2",2.035957303,3,4
"game8","3","mate_in_2","0","White","50","UCB","X2",1.35307156,3,0
"game9","3","mate_in_2","0","White","50","UCB","X2",1.90202434300001,3,0
"game0","20","mate_in_3","0","draw","50","UCB","X2",2.948607272,5,15
"game1","20","mate_in_3","0","draw","50","UCB","X2",3.35194770200002,5,15
"game2","5","mate_in_3","0","White","50","UCB","X2",3.08009462699999,5,0
"game3","5","mate_in_3","0","White","50","UCB","X2",3.14180117699999,5,0
"game4","20","mate_in_3","0","draw","50","UCB","X2",2.70078613199999,5,15
"game5","20","mate_in_3","0","draw","50","UCB","X2",3.17624651900002,5,15
"game6","11","mate_in_3","0","White","50","UCB","X2",3.22731312299999,5,6
"game7","20","mate_in_3","0","draw","50","UCB","X2",3.17827251199998,5,15
"game8","20","mate_in_3","0","draw","50","UCB","X2",3.24350999399996,5,15
