"game","move_count","mate_count","starting_var","winner","simulation","exp_alg","variable","value","expected","difference"
"game0","2","mate_in_2","0","Black","200","UCB","X1",9.839214222,3,-1
"game1","20","mate_in_2","0","draw","200","UCB","X1",8.069492538,3,17
"game2","3","mate_in_2","0","White","200","UCB","X1",8.73230190699999,3,0
"game3","11","mate_in_2","0","White","200","UCB","X1",9.810718319,3,8
"game4","13","mate_in_2","0","White","200","UCB","X1",9.43136691399999,3,10
"game5","13","mate_in_2","0","White","200","UCB","X1",9.655647622,3,10
"game6","13","mate_in_2","0","White","200","UCB","X1",7.26892222200001,3,10
"game7","11","mate_in_2","0","White","200","UCB","X1",9.63046269900002,3,8
"game8","13","mate_in_2","0","White","200","UCB","X1",9.65440330400003,3,10
"game9","20","mate_in_2","0","draw","200","UCB","X1",8.50107026000001,3,17
"game0","20","mate_in_3","0","draw","200","UCB","X1",13.1653864870001,5,15
"game1","20","mate_in_3","0","draw","200","UCB","X1",11.541210796,5,15
"game2","20","mate_in_3","0","draw","200","UCB","X1",12.21328899,5,15
"game3","11","mate_in_3","0","White","200","UCB","X1",11.9728402229999,5,6
"game4","3","mate_in_3","0","White","200","UCB","X1",12.665460019,5,-2
"game5","20","mate_in_3","0","draw","200","UCB","X1",12.8139411750001,5,15
"game6","11","mate_in_3","0","White","200","UCB","X1",12.9453139490001,5,6
"game7","20","mate_in_3","0","draw","200","UCB","X1",10.2170078189999,5,15
"game8","20","mate_in_3","0","draw","200","UCB","X1",12.829185222,5,15
"game9","20","mate_in_3","0","draw","200","UCB","X1",12.1535761070002,5,15
"game0","2","mate_in_2","0","Black","200","UCB","X2",0,3,-1
"game1","20","mate_in_2","0","draw","200","UCB","X2",10.463798023,3,17
"game2","3","mate_in_2","0","White","200","UCB","X2",2.496105472,3,0
"game3","11","mate_in_2","0","White","200","UCB","X2",9.717574196,3,8
"game4","13","mate_in_2","0","White","200","UCB","X2",9.80347786599998,3,10
"game5","13","mate_in_2","0","White","200","UCB","X2",8.33175338699999,3,10
"game6","13","mate_in_2","0","White","200","UCB","X2",10.284913846,3,10
"game7","11","mate_in_2","0","White","200","UCB","X2",9.63747121200004,3,8
