game,move_count,move_times,moves_to_mate,starting_variation,winner,sims,exploration_alg
game2,11,[64.99020492699492|62.377625586996146|63.92228746100591|58.953532282001106|57.210241900000256|6.6174872890042025],mate_in_2,1,White,1000,Thompson Sampling
game15,8,[65.8892718010029|60.281382793000375|61.812091619001876|57.98772908800311],mate_in_2,1,Black,1000,Thompson Sampling
game18,3,[61.48962841199682|10.052660563000245],mate_in_2,1,White,1000,Thompson Sampling
game29,20,[62.91738477600302|68.20588210599817|75.932371986004|66.43623742199998|66.51132135200169|66.17736954299471|62.785881475996575|63.722329902004276|66.22299574299541|67.66699140399578],mate_in_2,1,draw,1000,Thompson Sampling
game25,20,[64.62237754299713|61.4691015770004|63.95841731600376|62.15136225400056|58.594194461998995|61.54607651200058|59.44883359900268|59.79350102299941|61.920324613005505|60.32656859800045],mate_in_2,1,draw,1000,Thompson Sampling
game5,9,[62.31673062600021|62.50331899400044|64.37645911899745|63.58065474999603|7.783614970998315],mate_in_2,1,White,1000,Thompson Sampling
game27,11,[64.32165643299959|63.018854217996704|63.82594299999619|62.766017223002564|53.39912783000182|7.869177847998799],mate_in_2,1,White,1000,Thompson Sampling
game17,20,[60.871803280002496|64.44990262800275|64.01769570400211|61.78885213600006|61.61210618799669|63.32813262200216|64.13713352399645|69.91835455800174|67.38241859000118|66.5794396420024],mate_in_2,1,draw,1000,Thompson Sampling
game1,15,[62.15143693899881|61.47508151699731|61.791110170997854|63.02530304999527|62.611320265998074|61.20502463300363|60.70410165099747|7.690076222999778],mate_in_2,1,White,1000,Thompson Sampling
game0,5,[62.60196456299309|62.02154512300331|9.101114049000898],mate_in_2,1,White,1000,Thompson Sampling
game28,20,[61.656873456006|61.71667746100138|60.731663997001306|61.97513662100391|61.83925404299953|61.48718876100611|44.307323975001054|57.4101890650054|60.59476451500086|63.98816718200396],mate_in_2,1,draw,1000,Thompson Sampling
game14,20,[64.82848339200427|62.642197645000124|63.54233222800394|63.00398162200145|63.51601944900176|67.6412358719972|66.88848910899833|65.27431928399892|68.65800766800385|64.61713864500052],mate_in_2,1,draw,1000,Thompson Sampling
game22,17,[62.03485112499766|64.55811017099768|66.01301809299912|63.573112133002724|61.01291594099894|59.15595656899677|58.75732943700132|52.002436814997054|6.6735647520035855],mate_in_2,1,White,1000,Thompson Sampling
game16,11,[61.28083646400046|59.89625594700192|59.61827818699385|60.92552508800145|58.764167034998536|8.500986111001112],mate_in_2,1,White,1000,Thompson Sampling
game21,1,[1.8200691620004363],mate_in_1,1,White,1000,Thompson Sampling
game26,1,[3.106198351997591],mate_in_1,1,White,1000,Thompson Sampling
game4,1,[1.8854006429974106],mate_in_1,1,White,1000,Thompson Sampling
game24,1,[1.8403239370018127],mate_in_1,1,White,1000,Thompson Sampling
game8,1,[2.570120594005857],mate_in_1,1,White,1000,Thompson Sampling
game12,1,[1.9862756849979633],mate_in_1,1,White,1000,Thompson Sampling
game11,1,[1.844218483005534],mate_in_1,1,White,1000,Thompson Sampling
game19,1,[2.0830290719968616],mate_in_1,1,White,1000,Thompson Sampling
game9,1,[1.9623470850056037],mate_in_1,1,White,1000,Thompson Sampling
game3,1,[1.9059646890018485],mate_in_1,1,White,1000,Thompson Sampling
game20,1,[1.98112154899718],mate_in_1,1,White,1000,Thompson Sampling
game7,1,[3.887082212997484],mate_in_1,1,White,1000,Thompson Sampling
game6,1,[2.0776341689997935],mate_in_1,1,White,1000,Thompson Sampling
game23,1,[1.9431868199972087],mate_in_1,1,White,1000,Thompson Sampling
game13,1,[2.0177973810059484],mate_in_1,1,White,1000,Thompson Sampling
game10,1,[2.2877917799996794],mate_in_1,1,White,1000,Thompson Sampling
game2,1,[2.230201536003733],mate_in_1,1,White,1000,Thompson Sampling
game15,1,[1.8674163869945914],mate_in_1,1,White,1000,Thompson Sampling
game18,1,[1.9464127360042767],mate_in_1,1,White,1000,Thompson Sampling
game29,1,[2.3746202629990876],mate_in_1,1,White,1000,Thompson Sampling
game25,1,[1.8618790210020961],mate_in_1,1,White,1000,Thompson Sampling
game5,1,[1.9505297149953549],mate_in_1,1,White,1000,Thompson Sampling
game27,1,[2.574192072999722],mate_in_1,1,White,1000,Thompson Sampling
game17,1,[1.7522680500042043],mate_in_1,1,White,1000,Thompson Sampling
game1,1,[1.983216471002379],mate_in_1,1,White,1000,Thompson Sampling
game0,1,[1.991610473000037],mate_in_1,1,White,1000,Thompson Sampling
game28,1,[3.236355200999242],mate_in_1,1,White,1000,Thompson Sampling
game14,1,[1.9193307229943457],mate_in_1,1,White,1000,Thompson Sampling
game22,1,[1.9480167270012316],mate_in_1,1,White,1000,Thompson Sampling
game16,1,[1.9707481549994554],mate_in_1,1,White,1000,Thompson Sampling
game21,5,[46.60575482000422|35.317929069991806|4.5631127130036475],mate_in_3,1,White,1000,Thompson Sampling
game26,5,[32.28385585900105|42.6142542460002|4.559203420998529],mate_in_3,1,White,1000,Thompson Sampling
game4,19,[51.34767307998845|50.02363092599262|49.90359593099856|37.7861687639961|50.010251984000206|50.47599093800818|51.01718678699399|47.683671640988905|45.87390024300839|4.094746889997623],mate_in_3,1,White,1000,Thompson Sampling
game24,9,[51.68196801299928|50.638524719994166|49.24149636500806|25.42794405099994|3.1888636109943036],mate_in_3,1,White,1000,Thompson Sampling
game8,9,[51.789312464999966|53.12760145199718|40.30830735700147|24.22511097599636|4.295526562986197],mate_in_3,1,White,1000,Thompson Sampling
game12,15,[51.00846889099921|52.04398415799369|48.11863741399429|48.44754290301353|49.52106566898874|48.545475496997824|45.012271212995984|4.436693669995293],mate_in_3,1,White,1000,Thompson Sampling
game11,17,[52.091463905991986|53.01222399099788|53.535553255002014|52.96746009599883|54.48998906800989|53.47988317099225|51.749972460995195|53.04476256000635|4.147578429998248],mate_in_3,1,White,1000,Thompson Sampling
game19,19,[51.75353601499228|50.800450002003345|48.86951280500216|50.10229958599666|51.53813201400044|49.02722853999876|49.17781306999677|50.463339741996606|46.72438118699938|7.333441395996488],mate_in_3,1,White,1000,Thompson Sampling
game9,3,[51.491881042995374|4.663592893004534],mate_in_3,1,White,1000,Thompson Sampling
game3,20,[49.61534106198815|48.95223233800789|48.24621212200145|47.78946659099893|48.69650517500122|48.590317929993034|49.3815510860004|47.96634221999557|46.279891247992055|48.18346097000176],mate_in_3,1,draw,1000,Thompson Sampling
game20,13,[51.92318613700627|51.97493559800205|52.2639013040025|53.172360719006974|52.70433145399147|49.81386709900107|5.635739036995801],mate_in_3,1,White,1000,Thompson Sampling
game7,5,[48.73804582399316|26.89635241799988|4.2693277149955975],mate_in_3,1,White,1000,Thompson Sampling
game6,20,[52.02050686298753|51.41158264600381|51.445766226999694|53.54557251400547|53.1997264620004|51.30041571900074|51.65611159898981|48.960383363999426|50.08357816300122|51.92496963999292],mate_in_3,1,draw,1000,Thompson Sampling
game23,5,[51.39644245800446|51.4152070429991|5.126598481001565],mate_in_3,1,White,1000,Thompson Sampling
game13,13,[51.61299711900938|53.37196099299763|52.057696921998286|55.10175871399406|49.95236345200101|48.17919138500292|3.9789821230078815],mate_in_3,1,White,1000,Thompson Sampling
game10,13,[50.85661279599299|49.89259754998784|52.35376722700312|50.63628720599809|50.47900501500408|51.40811412400217|4.151838106001378],mate_in_3,1,White,1000,Thompson Sampling
game2,5,[50.54617362299177|37.49952851499256|4.281654432008509],mate_in_3,1,White,1000,Thompson Sampling
game15,20,[51.794776385009754|51.01897907600505|53.63607493099698|51.53752892299963|54.38557421299629|52.21353645900672|52.61739898000087|46.586956307000946|46.471210791001795|47.30127574299695],mate_in_3,1,draw,1000,Thompson Sampling
game18,20,[52.59333959899959|52.641639634995954|51.4821462789987|50.99372217799828|50.12033886399877|51.64467158600746|53.23648988700006|50.30634585299413|50.394831447003526|49.75423498400778],mate_in_3,1,draw,1000,Thompson Sampling
game29,13,[54.588651598998695|55.55281814800401|55.391383811002015|54.43367397900147|53.69941850801115|54.811276886001|6.703981669008499],mate_in_3,1,White,1000,Thompson Sampling
game25,11,[51.83555158099625|51.86523760500131|51.79289926199999|48.40561399499711|36.40367389599851|3.912145648006117],mate_in_3,1,White,1000,Thompson Sampling
game5,7,[50.680436023001675|48.26821412300342|28.861002568999538|3.5825254340015817],mate_in_3,1,White,1000,Thompson Sampling
game27,20,[52.592730759992264|51.989033795005525|50.42589519699686|51.421129260008456|49.042445377999684|48.30953058299201|47.47180424700491|50.929539625998586|47.366898644992034|50.13797715600231],mate_in_3,1,draw,1000,Thompson Sampling
game17,20,[50.97173590298917|50.12361929799954|53.1810025540035|51.2058061560092|53.63897835700482|52.873375915994984|51.8837151100015|51.66988121699251|53.607930191006744|51.025978534002206],mate_in_3,1,draw,1000,Thompson Sampling
game1,9,[50.93398902199988|51.833617528987816|52.14766188400972|51.93732971001009|4.774566075997427],mate_in_3,1,White,1000,Thompson Sampling
game0,15,[51.80645924599958|52.598746870004106|51.43325535499025|50.66516334300104|52.272702704009134|47.87220152300142|39.295399580994854|3.619054144000984],mate_in_3,1,White,1000,Thompson Sampling
game28,20,[51.81573325498903|55.42771582500427|55.31592420199013|54.57582091900986|55.790870570010156|53.6244352680078|52.87297553499229|52.29165125099826|50.68302842300909|51.6045146890101],mate_in_3,1,draw,1000,Thompson Sampling
game14,5,[52.56827978299407|51.09505378900212|4.691553216995089],mate_in_3,1,White,1000,Thompson Sampling
game22,5,[53.536888317001285|52.44112585199764|5.557791590996203],mate_in_3,1,White,1000,Thompson Sampling
game16,15,[51.80028036699514|48.545445508993|47.82632788500632|47.886354902002495|45.7405196710024|39.71451925000292|38.73751624299621|5.1481287729984615],mate_in_3,1,White,1000,Thompson Sampling
