board,moving_colour,move
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000001000000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001001000000000000000000000010000000000001,1,f2f1
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000000001000000000000010000000000001,1,e6h3
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,0,e2e4
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,e7e5
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,c2c4
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,f8c5
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,g1f3
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,d7d6
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/10000000000001000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,d2d3
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/10000000000001000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,a7a6
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,a2a3
01000000000000010000000000000100000000000001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000001000000000000000010000000000001/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,c8g4
01000000000000010000000000000000000000100001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000000000001/00000010000000000000000001000000000000100000010000000000000000001000000001000000000000000010000000000001/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,h2h3
01000000000000010000000000000000000000100001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000000000001/00000010000000000000000001000000000000100000010000000000000000001000000001000000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,g4f3
01000000000000010000000000000000000000100001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000100000000000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,d1f3
01000000000000010000000000000000000000100001000000000000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000000010000000000010000000000100000000000000010000000100000,1,d8f6
01000000000000010000000000000000000000100000000000010000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000000001000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000000010000000000010000000000100000000000000010000000100000,1,f1e2
01000000000000010000000000000000000000100000000000010000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000000010000000000010000000000000100000000000010000000100000,1,b8d7
01000000000000000000000001000000000000100000000000010000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000100000000000000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000010000000000000100000000000000010000000000010000000000000100000000000010000000100000,1,b1c3
01000000000000000000000001000000000000100000000000010000010000000000000000000100100000000000100000000000/00000000000011000000000000100000000000000100000000000000000000001100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000100000000000000010000000000010000000000000100000000000010000000100000,1,g8e7
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000100000000000000010000000000010000000000000100000000000010000000100000,1,e1g1
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000100000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000100000000000001,1,c5d4
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000100000000000001,1,c1d2
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000001000000000000/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000010000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000000100000000000010000000000001000000010000000000000000100000000000001,1,h7h6
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000000000000000001/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000001000000000000000001000000000000100000000000010000000000001000000010000000000000000100000000000001,1,a1b1
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000010000000000000000000000001/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,g7g5
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000000010000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000010000000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,f3g4
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000100000000000000100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001000000000000110000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,c7c6
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000010000000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,d2e3
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000010000000000000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000001000000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,d4a7
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00010000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000001000000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e3a7
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000010001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,a8a7
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000001000000000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,b2b4
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000010000000000000000000011000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000001000000000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,f6g6
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000000000000100001000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000000010000001000000000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000001000000000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,c3a4
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000000000000100001000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000000000000000001/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,h6h5
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000000000000100001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000001000000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,g4g3
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100100000000000010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001000000000000100001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000001000000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,d7f6
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000001000000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,g3e3
00000000000010000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/01000000000001000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,a7a8
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000000001100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000100000000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,a4b6
01000000000000000000000001000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000000010000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,a8b8
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000000000100000000000011000000000000000000000000110000000000001000000000000/00000000000010000001000000000000100000000000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,c4c5
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000010000000000000000000000001001000000000000001000000000000000000001/00000000000010000000000001000000100000000000000000011000000000000000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,d6d5
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001001000000000000001000000000000000000001/00000000000010000000000001000000100000010000000000001000000000000000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000001000000000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e4d5
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001001000000000000001000000000000000000001/00000000000010000000000001000000100000000000010000001000000000000000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,f6d5
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000001000000000000000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000100000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e3e5
