board,moving_colour,move
00000000000010000000000001000000000000100000000000010000000000001010000000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000010000000000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000001000000000000000001000000000000100000000000010000000000001000000010000000000000000010000000000001,1,d3d4
00000000000010000000000001000000000000100000000000010000000000001010000000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000001000000000000000001000000000000100000000000010000000000001000000010000000000000000010000000000001,1,f8f1
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010100000000000/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000001000000000000000001000000000000100000000000010000000000001010000000000000000000000010000000000001,1,a1f1
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010100000000000/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000010000000000000000010000000000001,1,h8f8
00000000000010000000000001000000000000100000000000010000000000001010000000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000010000000000000000010000000000001,1,f1f8
00000000000010000000000001000000000000100000000000010000000000001000000010000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,e7f8
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000001000000000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,e3e4
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,f8e7
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000100000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,d2e3
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000010000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g6g5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000010000000000000100010000000000000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,e3f3
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000001000010000000000000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g3e1
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010001000000000000000000000100000000000010000000000001,1,f3g4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000100000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010001000000000000000000000100000000000010000000000001,1,e1d2
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000100000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100010000000000000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g4f5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001010000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100010000000000000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,d2c1
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001010000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,f5g6
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000100000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,e7f8
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000100000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,e4e5
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000100000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,c1b2
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000100000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000110000000000000000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000001000000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g6g5
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000100000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000000000100000000000010000001000000/00000010000000001000000000000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,b2c3
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000100000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000001000000/00000010000000000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,h3h4
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000100000000000001/00000000000010000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,c3d4
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000100000000000001/00000000000010000000000001000000000000100010000000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,h4h5
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000100000001000000/00000000000010000000000001000000000000100010000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,d4e5
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010001000000000000000000000100000000000100000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g2g4
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010001000000000000000000000100000000000100000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,e5b2
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000100000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000001000000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g5f5
00000000000010000000000001000000000000100000000000010000000000001000001000000000000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000001000000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,f8f7
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000001000000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,g4g5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000010000000000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000001000000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,b2c1
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000010000000000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,g5g6
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,f7e7
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000001000000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,f5e5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000001000000000000000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000010000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,b7b5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000010000000000000000001/00000000000011000000000000000000000000100000000000010000000000010000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,e5d4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000010000000000000000000110000000000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100000010000000000000000001/00000000000011000000000000000000000000100000000000010000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000100000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,e7d6
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000000000000000100000000000010000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000100000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,d4c3
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001100000000000000000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000000000000000100000000000010000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,c6c5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000100000000000000000000000010000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,a2a3
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000100000000000000000000000010000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000100000000000000000000010000000000001000000000000100000000000010000000000001,1,c1g5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000100000000000000000000000010000000000001000000000000100010000000000000001000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,a3a4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000011000000000000100000000000000000000000010000000000001000000000000100010000000000000001000000/00000010000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,b5a4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100010000000000000001000000/10000000000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000001000000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,c3b2
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000100000000000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100010000000000000001000000/10000000000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000010000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,d6d5
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000100000000000000000001000000000000100010000000000000001000000/10000000000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000010000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,b2a3
